Gene1	Gene2	Status	Description
G56	G1029	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G86	G4244	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G255	G3460	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G58	G2479	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G172	G4166	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G1034	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G86	G3153	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G23	G303	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G3522	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G11	G2991	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G2	G3586	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G313	G2024	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G285	G3546	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G192	G855	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G309	G2616	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G2121	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G3919	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G4	G1532	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G23	G1117	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G4004	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G176	G3233	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G281	G454	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G128	G4327	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G244	G3262	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G244	G4071	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G23	G2932	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G1029	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G192	G3608	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G249	G3545	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G235	G3029	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G3127	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G244	G1969	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G3307	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G1776	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G219	G1903	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G11	G2025	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G305	G2494	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G313	G3011	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G3470	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G219	G2292	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G3406	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G255	G3708	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G23	G2765	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G199	G1328	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G303	G1776	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G66	G3940	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G2701	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G244	G1616	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G92	G3466	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G313	G1662	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G150	G3993	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G220	G2073	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G145	G2031	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G305	G1540	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G1177	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G92	G2832	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G907	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G2238	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G83	G2302	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G121	G2896	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G19	G89	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G2	G4251	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G152	G2895	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G313	G965	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G1545	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G224	G4283	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G116	G3329	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G235	G3333	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G3813	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G3158	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G303	G2971	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G99	G3528	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G224	G254	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G116	G774	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G2897	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G220	G2806	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G255	G857	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G31	G1566	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G3953	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G116	G2602	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G10	G1712	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G73	G931	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G86	G2204	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G175	G343	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G4035	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G220	G351	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G2375	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G313	G3562	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G2995	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G23	G2877	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G224	G2796	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G140	G3595	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G1658	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G220	G3629	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G3369	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G162	G1444	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G3044	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G219	G413	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G235	G1814	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G23	G684	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G221	G2141	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G99	G548	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G264	G4354	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G281	G4125	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G166	G1891	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G282	G769	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G147	G3339	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G192	G3380	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G255	G398	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G244	G600	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G92	G3074	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G313	G1730	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G145	G3828	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G305	G2105	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G259	G2929	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G3812	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G263	G1247	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G23	G2543	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G61	G1636	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G2965	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G36	G1653	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G254	G2821	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G259	G3162	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G69	G4411	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G116	G2799	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G244	G4220	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G116	G3360	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G260	G3919	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G92	G3608	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G2453	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G4460	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G92	G4035	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G2242	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G176	G2446	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G2317	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G92	G1332	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G313	G3195	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G86	G2334	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G1974	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G178	G3155	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G1221	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G244	G995	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G58	G2773	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G123	G1266	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G223	G3954	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G224	G823	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G1846	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G3940	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G106	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G109	G2860	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G176	G4133	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G207	G534	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G220	G3739	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G118	G565	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G305	G774	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G281	G1054	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G170	G4246	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G305	G4367	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G2316	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G255	G1589	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G305	G634	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G76	G2629	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G2961	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G172	G844	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G1034	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G1743	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G74	G2916	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G23	G999	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G210	G2553	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G235	G3966	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G39	G3756	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G1664	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G152	G3282	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G43	G4293	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G274	G1708	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G209	G2244	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G66	G4460	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G3726	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G120	G2657	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G3775	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G244	G3258	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G232	G1198	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G176	G2121	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G89	G2737	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G3406	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G164	G3703	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G23	G1693	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G2302	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G92	G2626	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G277	G2800	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G23	G400	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G84	G2678	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G92	G3380	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G147	G2746	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G260	G4145	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G142	G3971	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G110	G2327	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G4220	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G219	G3058	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G342	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G10	G2689	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G223	G363	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G39	G4123	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G223	G1049	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G274	G538	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G281	G3825	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G92	G659	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G970	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G23	G3861	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G281	G2645	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G142	G306	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G128	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G168	G1814	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G151	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G23	G281	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G220	G1693	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G309	G2553	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G271	G2668	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G255	G4003	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G84	G1906	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G2575	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G3488	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G197	G422	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G1525	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G3650	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G305	G3185	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G175	G3840	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G282	G3296	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G281	G1008	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G309	G3911	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G110	G1903	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G1658	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G223	G2957	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G192	G678	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G23	G2737	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G282	G2834	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G313	G3373	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G44	G3437	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G2487	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G3519	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G313	G1039	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G68	G1643	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G3044	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G1846	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G110	G2292	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G2025	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G260	G2330	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G23	G183	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G99	G2303	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G334	G2021	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G175	G3483	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G99	G1394	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G277	G2964	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G1934	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G593	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G92	G3817	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G23	G3256	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G23	G3584	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G1891	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G92	G3586	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G145	G2515	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G2141	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G3262	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G107	G4305	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G118	G4229	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G313	G3598	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G305	G847	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G116	G3399	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G83	G1145	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G84	G4476	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G116	G2990	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G3810	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G330	G2033	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G244	G2893	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G235	G658	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G448	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G192	G3610	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G313	G1195	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G4020	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G1704	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G313	G2072	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G118	G4456	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G255	G2041	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G3200	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G1117	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G36	G2317	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G224	G1057	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G232	G3990	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G187	G1195	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G774	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G1355	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G2527	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G220	G3608	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G281	G3742	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G110	G413	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G119	G1027	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G4356	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G25	G3323	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G23	G4300	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G144	G437	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G305	G408	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G4395	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G305	G3725	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G224	G1282	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G192	G3360	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G174	G1395	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G86	G3160	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G76	G3522	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G260	G1392	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G769	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G86	G1058	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G116	G2758	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G315	G3953	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G3718	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G3129	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G1838	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G23	G4319	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G66	G2896	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G1778	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G247	G3127	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G116	G3739	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G73	G3800	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G1404	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G259	G2709	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G313	G2453	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G3488	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G4111	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G3879	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G260	G3766	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G145	G2423	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G92	G678	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G1719	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G255	G2073	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G2451	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G260	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G281	G2929	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G116	G3471	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G192	G2222	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G277	G1058	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G244	G2340	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G3449	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G264	G923	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G4151	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G142	G1525	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G197	G824	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G205	G3529	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G260	G1322	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G125	G3961	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G3156	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G281	G3162	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G219	G1462	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G334	G3363	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G255	G2886	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G282	G534	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G2157	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G138	G271	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G269	G1499	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G2784	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G4220	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G948	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G125	G209	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G73	G4495	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G23	G3140	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G92	G3129	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G313	G1743	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G192	G1771	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G57	G82	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G255	G351	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G3754	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G236	G1868	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G221	G2500	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G3729	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G274	G449	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G147	G3011	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G1157	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G255	G3629	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G2895	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G281	G2559	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G244	G3825	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G303	G480	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G92	G3610	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G2479	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G2641	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G220	G2043	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G244	G2761	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G274	G1952	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G313	G3406	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G221	G492	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G113	G3457	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G220	G3012	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G2666	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G285	G782	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G305	G4332	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G23	G769	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G4016	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G192	G3330	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G219	G2293	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G281	G3457	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G92	G3360	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G392	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G83	True Positive	Interação predita pelo SCENIC+ que está no gold standard
